,state,fips,cases,deaths,employed-sugar-intake-daily,Winning Party,Democrats,Republicans
2558,Nebraska,31,204722,2236,31.1,Republicans,0,1
2559,Nebraska,31,204886,2236,31.1,Republicans,0,1
2560,Nebraska,31,205049,2236,31.1,Republicans,0,1
2561,Nebraska,31,205440,2236,31.1,Republicans,0,1
2562,Nebraska,31,205646,2238,31.1,Republicans,0,1
2563,Nebraska,31,205896,2238,31.1,Republicans,0,1
2564,Nebraska,31,206196,2241,31.1,Republicans,0,1
2565,Nebraska,31,206470,2243,31.1,Republicans,0,1
2566,Nebraska,31,206685,2243,31.1,Republicans,0,1
2567,Nebraska,31,206792,2243,31.1,Republicans,0,1
2568,Nebraska,31,207124,2244,31.1,Republicans,0,1
2569,Nebraska,31,207401,2244,31.1,Republicans,0,1
2570,Nebraska,31,207634,2273,31.1,Republicans,0,1
2571,Nebraska,31,207938,2280,31.1,Republicans,0,1
2572,Nebraska,31,208213,2280,31.1,Republicans,0,1
2573,Nebraska,31,208707,2281,31.1,Republicans,0,1
2574,Nebraska,31,208867,2281,31.1,Republicans,0,1
2575,Nebraska,31,208853,2280,31.1,Republicans,0,1
2576,Nebraska,31,209163,2281,31.1,Republicans,0,1
2577,Nebraska,31,209602,2282,31.1,Republicans,0,1
2578,Nebraska,31,210155,2282,31.1,Republicans,0,1
2579,Nebraska,31,211136,2282,31.1,Republicans,0,1
2580,Nebraska,31,211570,2285,31.1,Republicans,0,1
2581,Nebraska,31,211812,2285,31.1,Republicans,0,1
2582,Nebraska,31,211958,2287,31.1,Republicans,0,1
2583,Nebraska,31,212257,2288,31.1,Republicans,0,1
2584,Nebraska,31,212785,2289,31.1,Republicans,0,1
2585,Nebraska,31,213188,2315,31.1,Republicans,0,1
2586,Nebraska,31,213574,2326,31.1,Republicans,0,1
2587,Nebraska,31,214010,2327,31.1,Republicans,0,1
2588,Nebraska,31,214207,2328,31.1,Republicans,0,1
2589,Nebraska,31,214351,2332,31.1,Republicans,0,1
2590,Nebraska,31,214682,2335,31.1,Republicans,0,1
2591,Nebraska,31,215074,2327,31.1,Republicans,0,1
2592,Nebraska,31,215383,2327,31.1,Republicans,0,1
2593,Nebraska,31,215792,2330,31.1,Republicans,0,1
2594,Nebraska,31,216297,2334,31.1,Republicans,0,1
2595,Nebraska,31,216473,2334,31.1,Republicans,0,1
2596,Nebraska,31,216613,2343,31.1,Republicans,0,1
2597,Nebraska,31,217108,2347,31.1,Republicans,0,1
2598,Nebraska,31,217596,2349,31.1,Republicans,0,1
2599,Nebraska,31,217905,2349,31.1,Republicans,0,1
2600,Nebraska,31,218197,2355,31.1,Republicans,0,1
2601,Nebraska,31,218580,2356,31.1,Republicans,0,1
2602,Nebraska,31,218732,2356,31.1,Republicans,0,1
2603,Nebraska,31,218832,2361,31.1,Republicans,0,1
2604,Nebraska,31,219090,2362,31.1,Republicans,0,1
2605,Nebraska,31,219341,2362,31.1,Republicans,0,1
2606,Nebraska,31,219559,2365,31.1,Republicans,0,1
2607,Nebraska,31,219826,2366,31.1,Republicans,0,1
2608,Nebraska,31,220032,2366,31.1,Republicans,0,1
2609,Nebraska,31,220127,2366,31.1,Republicans,0,1
2610,Nebraska,31,220225,2371,31.1,Republicans,0,1
2611,Nebraska,31,220481,2372,31.1,Republicans,0,1
2612,Nebraska,31,220720,2372,31.1,Republicans,0,1
2613,Nebraska,31,220933,2379,31.1,Republicans,0,1
2614,Nebraska,31,221153,2380,31.1,Republicans,0,1
2615,Nebraska,31,221347,2378,31.1,Republicans,0,1
2616,Nebraska,31,221434,2377,31.1,Republicans,0,1
2617,Nebraska,31,221500,2374,31.1,Republicans,0,1
2618,Nebraska,31,221911,2373,31.1,Republicans,0,1
2619,Nebraska,31,222088,2385,31.1,Republicans,0,1
2620,Nebraska,31,222247,2387,31.1,Republicans,0,1
2621,Nebraska,31,222335,2378,31.1,Republicans,0,1
2622,Nebraska,31,222335,2378,31.1,Republicans,0,1
2623,Nebraska,31,222335,2378,31.1,Republicans,0,1
2624,Nebraska,31,222512,2364,31.1,Republicans,0,1
2625,Nebraska,31,222612,2364,31.1,Republicans,0,1
2626,Nebraska,31,222676,2367,31.1,Republicans,0,1
2627,Nebraska,31,222780,2368,31.1,Republicans,0,1
2628,Nebraska,31,222884,2377,31.1,Republicans,0,1
2629,Nebraska,31,222884,2377,31.1,Republicans,0,1
2630,Nebraska,31,222884,2377,31.1,Republicans,0,1
2631,Nebraska,31,223054,2378,31.1,Republicans,0,1
2632,Nebraska,31,223112,2377,31.1,Republicans,0,1
2633,Nebraska,31,223206,2377,31.1,Republicans,0,1
2634,Nebraska,31,223264,2378,31.1,Republicans,0,1
2635,Nebraska,31,223638,2494,31.1,Republicans,0,1
2636,Nebraska,31,223667,2495,31.1,Republicans,0,1
2637,Nebraska,31,223666,2495,31.1,Republicans,0,1
2638,Nebraska,31,223676,2495,31.1,Republicans,0,1
2639,Nebraska,31,223796,2497,31.1,Republicans,0,1
2640,Nebraska,31,223824,2500,31.1,Republicans,0,1
2641,Nebraska,31,223871,2504,31.1,Republicans,0,1
2642,Nebraska,31,223906,2512,31.1,Republicans,0,1
2643,Nebraska,31,223906,2512,31.1,Republicans,0,1
2644,Nebraska,31,223912,2512,31.1,Republicans,0,1
2645,Nebraska,31,224000,2513,31.1,Republicans,0,1
2646,Nebraska,31,224043,2515,31.1,Republicans,0,1
2647,Nebraska,31,224068,2516,31.1,Republicans,0,1
2648,Nebraska,31,224092,2516,31.1,Republicans,0,1
2649,Nebraska,31,224144,2517,31.1,Republicans,0,1
2650,Nebraska,31,224144,2517,31.1,Republicans,0,1
2651,Nebraska,31,224144,2517,31.1,Republicans,0,1
2652,Nebraska,31,224216,2517,31.1,Republicans,0,1
2653,Nebraska,31,224237,2517,31.1,Republicans,0,1
2654,Nebraska,31,224267,2517,31.1,Republicans,0,1
2655,Nebraska,31,224313,2517,31.1,Republicans,0,1
2656,Nebraska,31,224336,2518,31.1,Republicans,0,1
2657,Nebraska,31,224343,2519,31.1,Republicans,0,1
2658,Nebraska,31,224343,2519,31.1,Republicans,0,1
2659,Nebraska,31,224427,2519,31.1,Republicans,0,1
2660,Nebraska,31,224443,2519,31.1,Republicans,0,1
2661,Nebraska,31,224492,2519,31.1,Republicans,0,1
2662,Nebraska,31,224525,2519,31.1,Republicans,0,1
2663,Nebraska,31,224552,2519,31.1,Republicans,0,1
2664,Nebraska,31,224570,2519,31.1,Republicans,0,1
2665,Nebraska,31,224570,2519,31.1,Republicans,0,1
2666,Nebraska,31,224650,2519,31.1,Republicans,0,1
2667,Nebraska,31,224725,2520,31.1,Republicans,0,1
2668,Nebraska,31,224753,2520,31.1,Republicans,0,1
2669,Nebraska,31,224802,2520,31.1,Republicans,0,1
2670,Nebraska,31,224848,2520,31.1,Republicans,0,1
2671,Nebraska,31,224848,2520,31.1,Republicans,0,1
2672,Nebraska,31,224854,2520,31.1,Republicans,0,1
2673,Nebraska,31,224854,2520,31.1,Republicans,0,1
2674,Nebraska,31,224973,2521,31.1,Republicans,0,1
2675,Nebraska,31,225043,2521,31.1,Republicans,0,1
2676,Nebraska,31,225108,2523,31.1,Republicans,0,1
2677,Nebraska,31,225181,2524,31.1,Republicans,0,1
2678,Nebraska,31,225191,2524,31.1,Republicans,0,1
2679,Nebraska,31,225200,2524,31.1,Republicans,0,1
2680,Nebraska,31,225371,2524,31.1,Republicans,0,1
2681,Nebraska,31,225473,2527,31.1,Republicans,0,1
2682,Nebraska,31,225600,2535,31.1,Republicans,0,1
2683,Nebraska,31,225711,2535,31.1,Republicans,0,1
2684,Nebraska,31,225861,2536,31.1,Republicans,0,1
2685,Nebraska,31,225861,2535,31.1,Republicans,0,1
2686,Nebraska,31,225861,2535,31.1,Republicans,0,1
2687,Nebraska,31,226167,2541,31.1,Republicans,0,1
2688,Nebraska,31,226307,2542,31.1,Republicans,0,1
2689,Nebraska,31,226442,2546,31.1,Republicans,0,1
2690,Nebraska,31,226606,2546,31.1,Republicans,0,1
2691,Nebraska,31,226839,2546,31.1,Republicans,0,1
2692,Nebraska,31,226839,2546,31.1,Republicans,0,1
2693,Nebraska,31,226839,2546,31.1,Republicans,0,1
2694,Nebraska,31,227228,2546,31.1,Republicans,0,1
2695,Nebraska,31,227561,2547,31.1,Republicans,0,1
2696,Nebraska,31,227848,2547,31.1,Republicans,0,1
2697,Nebraska,31,228086,2549,31.1,Republicans,0,1
2698,Nebraska,31,228450,2550,31.1,Republicans,0,1
2699,Nebraska,31,228450,2550,31.1,Republicans,0,1
2700,Nebraska,31,228450,2550,31.1,Republicans,0,1
2701,Nebraska,31,228995,2550,31.1,Republicans,0,1
2702,Nebraska,31,229443,2552,31.1,Republicans,0,1
2703,Nebraska,31,229824,2550,31.1,Republicans,0,1
2704,Nebraska,31,230236,2551,31.1,Republicans,0,1
2705,Nebraska,31,230630,2553,31.1,Republicans,0,1
2706,Nebraska,31,230630,2553,31.1,Republicans,0,1
2707,Nebraska,31,230630,2553,31.1,Republicans,0,1
2708,Nebraska,31,231372,2557,31.1,Republicans,0,1
2709,Nebraska,31,231916,2557,31.1,Republicans,0,1
2710,Nebraska,31,232399,2558,31.1,Republicans,0,1
2711,Nebraska,31,232903,2561,31.1,Republicans,0,1
2712,Nebraska,31,233403,2564,31.1,Republicans,0,1
2713,Nebraska,31,233403,2564,31.1,Republicans,0,1
2714,Nebraska,31,233403,2564,31.1,Republicans,0,1
2715,Nebraska,31,234420,2564,31.1,Republicans,0,1
2716,Nebraska,31,235075,2566,31.1,Republicans,0,1
2717,Nebraska,31,235686,2565,31.1,Republicans,0,1
2718,Nebraska,31,236346,2568,31.1,Republicans,0,1
2719,Nebraska,31,236755,2569,31.1,Republicans,0,1
2720,Nebraska,31,236755,2569,31.1,Republicans,0,1
2721,Nebraska,31,236755,2569,31.1,Republicans,0,1
2722,Nebraska,31,238305,2571,31.1,Republicans,0,1
2723,Nebraska,31,239102,2575,31.1,Republicans,0,1
2724,Nebraska,31,240028,2579,31.1,Republicans,0,1
2725,Nebraska,31,240804,2581,31.1,Republicans,0,1
2726,Nebraska,31,241671,2584,31.1,Republicans,0,1
2727,Nebraska,31,241671,2584,31.1,Republicans,0,1
2728,Nebraska,31,241671,2584,31.1,Republicans,0,1
2729,Nebraska,31,243118,2587,31.1,Republicans,0,1
2730,Nebraska,31,244254,2590,31.1,Republicans,0,1
2731,Nebraska,31,245111,2594,31.1,Republicans,0,1
2732,Nebraska,31,246218,2599,31.1,Republicans,0,1
2733,Nebraska,31,247320,2599,31.1,Republicans,0,1
2734,Nebraska,31,247320,2599,31.1,Republicans,0,1
2735,Nebraska,31,247320,2599,31.1,Republicans,0,1
2736,Nebraska,31,248980,2599,31.1,Republicans,0,1
2737,Nebraska,31,249108,2602,31.1,Republicans,0,1
2738,Nebraska,31,250264,2602,31.1,Republicans,0,1
2739,Nebraska,31,251219,2605,31.1,Republicans,0,1
2740,Nebraska,31,252159,2608,31.1,Republicans,0,1
2741,Nebraska,31,252159,2608,31.1,Republicans,0,1
2742,Nebraska,31,252159,2608,31.1,Republicans,0,1
2743,Nebraska,31,253788,2608,31.1,Republicans,0,1
2744,Nebraska,31,254850,2613,31.1,Republicans,0,1
2745,Nebraska,31,255907,2621,31.1,Republicans,0,1
2746,Nebraska,31,256906,2624,31.1,Republicans,0,1
2747,Nebraska,31,257787,2626,31.1,Republicans,0,1
2748,Nebraska,31,257787,2626,31.1,Republicans,0,1
2749,Nebraska,31,257787,2626,31.1,Republicans,0,1
2750,Nebraska,31,259205,2629,31.1,Republicans,0,1
2751,Nebraska,31,260199,2634,31.1,Republicans,0,1
2752,Nebraska,31,261080,2643,31.1,Republicans,0,1
2753,Nebraska,31,261763,2648,31.1,Republicans,0,1
2754,Nebraska,31,262475,2649,31.1,Republicans,0,1
2755,Nebraska,31,262475,2649,31.1,Republicans,0,1
2756,Nebraska,31,262475,2649,31.1,Republicans,0,1
2757,Nebraska,31,263783,2653,31.1,Republicans,0,1
2758,Nebraska,31,264840,2813,31.1,Republicans,0,1
2759,Nebraska,31,265516,2827,31.1,Republicans,0,1
2760,Nebraska,31,266449,2832,31.1,Republicans,0,1
2761,Nebraska,31,267079,2840,31.1,Republicans,0,1
2762,Nebraska,31,267079,2840,31.1,Republicans,0,1
2763,Nebraska,31,267079,2840,31.1,Republicans,0,1
2764,Nebraska,31,268381,2840,31.1,Republicans,0,1
2765,Nebraska,31,269138,2840,31.1,Republicans,0,1
2766,Nebraska,31,269942,2841,31.1,Republicans,0,1
2767,Nebraska,31,270724,2842,31.1,Republicans,0,1
2768,Nebraska,31,271550,2845,31.1,Republicans,0,1
2769,Nebraska,31,271550,2855,31.1,Republicans,0,1
2770,Nebraska,31,271550,2855,31.1,Republicans,0,1
2771,Nebraska,31,272871,2855,31.1,Republicans,0,1
2772,Nebraska,31,273416,2856,31.1,Republicans,0,1
2773,Nebraska,31,274254,2870,31.1,Republicans,0,1
2774,Nebraska,31,274993,2885,31.1,Republicans,0,1
2775,Nebraska,31,275694,2897,31.1,Republicans,0,1
2776,Nebraska,31,275694,2898,31.1,Republicans,0,1
2777,Nebraska,31,275694,2898,31.1,Republicans,0,1
2778,Nebraska,31,276817,2898,31.1,Republicans,0,1
2779,Nebraska,31,277436,3020,31.1,Republicans,0,1
2780,Nebraska,31,278174,2924,31.1,Republicans,0,1
2781,Nebraska,31,278976,2928,31.1,Republicans,0,1
2782,Nebraska,31,279799,2938,31.1,Republicans,0,1
2783,Nebraska,31,279799,2938,31.1,Republicans,0,1
2784,Nebraska,31,279799,2938,31.1,Republicans,0,1
2785,Nebraska,31,280836,2938,31.1,Republicans,0,1
2786,Nebraska,31,281689,2941,31.1,Republicans,0,1
2787,Nebraska,31,282287,2942,31.1,Republicans,0,1
2788,Nebraska,31,283153,2954,31.1,Republicans,0,1
2789,Nebraska,31,283813,2954,31.1,Republicans,0,1
2790,Nebraska,31,283813,2975,31.1,Republicans,0,1
2791,Nebraska,31,283813,2975,31.1,Republicans,0,1
2792,Nebraska,31,285284,2975,31.1,Republicans,0,1
2793,Nebraska,31,286373,2984,31.1,Republicans,0,1
2794,Nebraska,31,287345,2987,31.1,Republicans,0,1
2795,Nebraska,31,288257,2988,31.1,Republicans,0,1
2796,Nebraska,31,289282,3001,31.1,Republicans,0,1
2797,Nebraska,31,289282,3001,31.1,Republicans,0,1
2798,Nebraska,31,289282,3001,31.1,Republicans,0,1
2799,Nebraska,31,290794,3001,31.1,Republicans,0,1
2800,Nebraska,31,292032,3040,31.1,Republicans,0,1
2801,Nebraska,31,292990,3042,31.1,Republicans,0,1
2802,Nebraska,31,294247,3042,31.1,Republicans,0,1
2803,Nebraska,31,295244,3044,31.1,Republicans,0,1
2804,Nebraska,31,295244,3048,31.1,Republicans,0,1
2805,Nebraska,31,295244,3048,31.1,Republicans,0,1
2806,Nebraska,31,297214,3048,31.1,Republicans,0,1
2807,Nebraska,31,298082,3070,31.1,Republicans,0,1
2808,Nebraska,31,299149,3085,31.1,Republicans,0,1
2809,Nebraska,31,300348,3092,31.1,Republicans,0,1
2810,Nebraska,31,301436,3098,31.1,Republicans,0,1
2811,Nebraska,31,301436,3108,31.1,Republicans,0,1
2812,Nebraska,31,301436,3108,31.1,Republicans,0,1
2813,Nebraska,31,303221,3108,31.1,Republicans,0,1
2814,Nebraska,31,304432,3112,31.1,Republicans,0,1
2815,Nebraska,31,305358,3132,31.1,Republicans,0,1
2816,Nebraska,31,305358,3132,31.1,Republicans,0,1
2817,Nebraska,31,305358,3132,31.1,Republicans,0,1
2818,Nebraska,31,305358,3132,31.1,Republicans,0,1
2819,Nebraska,31,305358,3146,31.1,Republicans,0,1
2820,Nebraska,31,308384,3146,31.1,Republicans,0,1
2821,Nebraska,31,309828,3155,31.1,Republicans,0,1
2822,Nebraska,31,311212,3158,31.1,Republicans,0,1
2823,Nebraska,31,312517,3168,31.1,Republicans,0,1
2824,Nebraska,31,313935,3180,31.1,Republicans,0,1
2825,Nebraska,31,313935,3180,31.1,Republicans,0,1
2826,Nebraska,31,313935,3180,31.1,Republicans,0,1
2827,Nebraska,31,316013,3180,31.1,Republicans,0,1
2828,Nebraska,31,317450,3202,31.1,Republicans,0,1
2829,Nebraska,31,318657,3231,31.1,Republicans,0,1
2830,Nebraska,31,319847,3241,31.1,Republicans,0,1
2831,Nebraska,31,320943,3260,31.1,Republicans,0,1
2832,Nebraska,31,320943,3263,31.1,Republicans,0,1
2833,Nebraska,31,320943,3263,31.1,Republicans,0,1
2834,Nebraska,31,322477,3263,31.1,Republicans,0,1
2835,Nebraska,31,323698,3271,31.1,Republicans,0,1
2836,Nebraska,31,324720,3276,31.1,Republicans,0,1
2837,Nebraska,31,325655,3282,31.1,Republicans,0,1
2838,Nebraska,31,326431,3282,31.1,Republicans,0,1
2839,Nebraska,31,326431,3293,31.1,Republicans,0,1
2840,Nebraska,31,326431,3298,31.1,Republicans,0,1
2841,Nebraska,31,327858,3298,31.1,Republicans,0,1
2842,Nebraska,31,328912,3302,31.1,Republicans,0,1
2843,Nebraska,31,330181,3307,31.1,Republicans,0,1
2844,Nebraska,31,331081,3317,31.1,Republicans,0,1
2845,Nebraska,31,331081,3317,31.1,Republicans,0,1
2846,Nebraska,31,331081,3317,31.1,Republicans,0,1
2847,Nebraska,31,331081,3317,31.1,Republicans,0,1
2848,Nebraska,31,331081,3327,31.1,Republicans,0,1
2849,Nebraska,31,334716,3331,31.1,Republicans,0,1
2850,Nebraska,31,336426,3336,31.1,Republicans,0,1
2851,Nebraska,31,338257,3336,31.1,Republicans,0,1
2852,Nebraska,31,338257,3336,31.1,Republicans,0,1
2853,Nebraska,31,338257,3336,31.1,Republicans,0,1
2854,Nebraska,31,338257,3336,31.1,Republicans,0,1
2855,Nebraska,31,344392,3338,31.1,Republicans,0,1
2856,Nebraska,31,346860,3344,31.1,Republicans,0,1
2857,Nebraska,31,349523,3373,31.1,Republicans,0,1
2858,Nebraska,31,353056,3416,31.1,Republicans,0,1
2859,Nebraska,31,355928,3456,31.1,Republicans,0,1
2860,Nebraska,31,355928,3468,31.1,Republicans,0,1
2861,Nebraska,31,355928,3468,31.1,Republicans,0,1
2862,Nebraska,31,363641,3468,31.1,Republicans,0,1
2863,Nebraska,31,367878,3486,31.1,Republicans,0,1
2864,Nebraska,31,371654,3495,31.1,Republicans,0,1
2865,Nebraska,31,376695,3527,31.1,Republicans,0,1
2866,Nebraska,31,383915,3540,31.1,Republicans,0,1
2867,Nebraska,31,383915,3540,31.1,Republicans,0,1
2868,Nebraska,31,383915,3540,31.1,Republicans,0,1
2869,Nebraska,31,392027,3540,31.1,Republicans,0,1
2870,Nebraska,31,396990,3543,31.1,Republicans,0,1
2871,Nebraska,31,402489,3548,31.1,Republicans,0,1
2872,Nebraska,31,407804,3562,31.1,Republicans,0,1
2873,Utah,49,1,0,30.3,Republicans,0,1
2874,Utah,49,1,0,30.3,Republicans,0,1
2875,Utah,49,1,0,30.3,Republicans,0,1
2876,Utah,49,1,0,30.3,Republicans,0,1
2877,Utah,49,1,0,30.3,Republicans,0,1
2878,Utah,49,1,0,30.3,Republicans,0,1
2879,Utah,49,1,0,30.3,Republicans,0,1
2880,Utah,49,1,0,30.3,Republicans,0,1
2881,Utah,49,1,0,30.3,Republicans,0,1
2882,Utah,49,1,0,30.3,Republicans,0,1
2883,Utah,49,3,0,30.3,Republicans,0,1
2884,Utah,49,3,0,30.3,Republicans,0,1
2885,Utah,49,3,0,30.3,Republicans,0,1
2886,Utah,49,3,0,30.3,Republicans,0,1
2887,Utah,49,4,0,30.3,Republicans,0,1
2888,Utah,49,5,0,30.3,Republicans,0,1
2889,Utah,49,7,0,30.3,Republicans,0,1
2890,Utah,49,7,0,30.3,Republicans,0,1
2891,Utah,49,21,0,30.3,Republicans,0,1
2892,Utah,49,29,0,30.3,Republicans,0,1
2893,Utah,49,40,0,30.3,Republicans,0,1
2894,Utah,49,51,0,30.3,Republicans,0,1
2895,Utah,49,65,0,30.3,Republicans,0,1
2896,Utah,49,80,0,30.3,Republicans,0,1
2897,Utah,49,112,0,30.3,Republicans,0,1
2898,Utah,49,138,0,30.3,Republicans,0,1
2899,Utah,49,182,1,30.3,Republicans,0,1
2900,Utah,49,257,1,30.3,Republicans,0,1
2901,Utah,49,299,1,30.3,Republicans,0,1
2902,Utah,49,346,1,30.3,Republicans,0,1
2903,Utah,49,402,1,30.3,Republicans,0,1
2904,Utah,49,480,2,30.3,Republicans,0,1
2905,Utah,49,608,2,30.3,Republicans,0,1
2906,Utah,49,719,2,30.3,Republicans,0,1
2907,Utah,49,806,4,30.3,Republicans,0,1
2908,Utah,49,887,5,30.3,Republicans,0,1
2909,Utah,49,1012,7,30.3,Republicans,0,1
2910,Utah,49,1077,7,30.3,Republicans,0,1
2911,Utah,49,1248,7,30.3,Republicans,0,1
2912,Utah,49,1426,8,30.3,Republicans,0,1
2913,Utah,49,1618,8,30.3,Republicans,0,1
2914,Utah,49,1662,13,30.3,Republicans,0,1
2915,Utah,49,1737,13,30.3,Republicans,0,1
2916,Utah,49,1860,13,30.3,Republicans,0,1
2917,Utah,49,1980,13,30.3,Republicans,0,1
2918,Utah,49,2103,17,30.3,Republicans,0,1
2919,Utah,49,2208,18,30.3,Republicans,0,1
2920,Utah,49,2305,18,30.3,Republicans,0,1
2921,Utah,49,2368,18,30.3,Republicans,0,1
2922,Utah,49,2420,19,30.3,Republicans,0,1
2923,Utah,49,2549,20,30.3,Republicans,0,1
2924,Utah,49,2687,21,30.3,Republicans,0,1
2925,Utah,49,2813,23,30.3,Republicans,0,1
2926,Utah,49,2942,25,30.3,Republicans,0,1
2927,Utah,49,3071,27,30.3,Republicans,0,1
2928,Utah,49,3213,28,30.3,Republicans,0,1
2929,Utah,49,3301,32,30.3,Republicans,0,1
2930,Utah,49,3451,34,30.3,Republicans,0,1
2931,Utah,49,3621,35,30.3,Republicans,0,1
2932,Utah,49,3782,39,30.3,Republicans,0,1
2933,Utah,49,3950,41,30.3,Republicans,0,1
2934,Utah,49,4123,41,30.3,Republicans,0,1
2935,Utah,49,4236,41,30.3,Republicans,0,1
2936,Utah,49,4343,45,30.3,Republicans,0,1
2937,Utah,49,4499,45,30.3,Republicans,0,1
2938,Utah,49,4672,46,30.3,Republicans,0,1
2939,Utah,49,4829,46,30.3,Republicans,0,1
2940,Utah,49,4981,49,30.3,Republicans,0,1
2941,Utah,49,5175,50,30.3,Republicans,0,1
2942,Utah,49,5326,50,30.3,Republicans,0,1
2943,Utah,49,5449,56,30.3,Republicans,0,1
2944,Utah,49,5605,59,30.3,Republicans,0,1
2945,Utah,49,5724,61,30.3,Republicans,0,1
2946,Utah,49,5919,61,30.3,Republicans,0,1
2947,Utah,49,6103,66,30.3,Republicans,0,1
2948,Utah,49,6251,67,30.3,Republicans,0,1
2949,Utah,49,6364,68,30.3,Republicans,0,1
2950,Utah,49,6454,73,30.3,Republicans,0,1
2951,Utah,49,6624,76,30.3,Republicans,0,1
2952,Utah,49,6760,76,30.3,Republicans,0,1
2953,Utah,49,6930,77,30.3,Republicans,0,1
2954,Utah,49,7068,78,30.3,Republicans,0,1
2955,Utah,49,7238,80,30.3,Republicans,0,1
2956,Utah,49,7384,80,30.3,Republicans,0,1
2957,Utah,49,7530,88,30.3,Republicans,0,1
2958,Utah,49,7717,90,30.3,Republicans,0,1
2959,Utah,49,7876,92,30.3,Republicans,0,1
2960,Utah,49,8057,93,30.3,Republicans,0,1
2961,Utah,49,8260,97,30.3,Republicans,0,1
2962,Utah,49,8392,97,30.3,Republicans,0,1
2963,Utah,49,8521,98,30.3,Republicans,0,1
2964,Utah,49,8622,101,30.3,Republicans,0,1
2965,Utah,49,8710,105,30.3,Republicans,0,1
2966,Utah,49,8953,106,30.3,Republicans,0,1
2967,Utah,49,9282,107,30.3,Republicans,0,1
2968,Utah,49,9551,112,30.3,Republicans,0,1
2969,Utah,49,9829,113,30.3,Republicans,0,1
2970,Utah,49,10026,113,30.3,Republicans,0,1
2971,Utah,49,10237,113,30.3,Republicans,0,1
2972,Utah,49,10558,117,30.3,Republicans,0,1
2973,Utah,49,10858,117,30.3,Republicans,0,1
2974,Utah,49,11344,120,30.3,Republicans,0,1
2975,Utah,49,11866,121,30.3,Republicans,0,1
2976,Utah,49,12084,121,30.3,Republicans,0,1
2977,Utah,49,12378,124,30.3,Republicans,0,1
2978,Utah,49,12639,127,30.3,Republicans,0,1
2979,Utah,49,12982,128,30.3,Republicans,0,1
2980,Utah,49,13366,131,30.3,Republicans,0,1
2981,Utah,49,13681,139,30.3,Republicans,0,1
2982,Utah,49,14061,139,30.3,Republicans,0,1
2983,Utah,49,14313,139,30.3,Republicans,0,1
2984,Utah,49,14757,143,30.3,Republicans,0,1
2985,Utah,49,15077,145,30.3,Republicans,0,1
2986,Utah,49,15464,149,30.3,Republicans,0,1
2987,Utah,49,16015,152,30.3,Republicans,0,1
2988,Utah,49,16585,155,30.3,Republicans,0,1
2989,Utah,49,17173,155,30.3,Republicans,0,1
2990,Utah,49,17567,158,30.3,Republicans,0,1
2991,Utah,49,18035,158,30.3,Republicans,0,1
2992,Utah,49,18454,163,30.3,Republicans,0,1
2993,Utah,49,18915,163,30.3,Republicans,0,1
2994,Utah,49,19544,164,30.3,Republicans,0,1
2995,Utah,49,20218,166,30.3,Republicans,0,1
2996,Utah,49,20735,167,30.3,Republicans,0,1
2997,Utah,49,21155,167,30.3,Republicans,0,1
2998,Utah,49,21818,168,30.3,Republicans,0,1
2999,Utah,49,22364,172,30.3,Republicans,0,1
3000,Utah,49,22864,173,30.3,Republicans,0,1
3001,Utah,49,23466,176,30.3,Republicans,0,1
3002,Utah,49,24070,181,30.3,Republicans,0,1
3003,Utah,49,24717,181,30.3,Republicans,0,1
3004,Utah,49,25005,184,30.3,Republicans,0,1
3005,Utah,49,25653,190,30.3,Republicans,0,1
3006,Utah,49,26203,194,30.3,Republicans,0,1
3007,Utah,49,26921,201,30.3,Republicans,0,1
3008,Utah,49,27632,205,30.3,Republicans,0,1
3009,Utah,49,28452,207,30.3,Republicans,0,1
3010,Utah,49,29071,212,30.3,Republicans,0,1
3011,Utah,49,29552,215,30.3,Republicans,0,1
3012,Utah,49,30282,216,30.3,Republicans,0,1
3013,Utah,49,30774,226,30.3,Republicans,0,1
3014,Utah,49,31228,233,30.3,Republicans,0,1
3015,Utah,49,31908,234,30.3,Republicans,0,1
3016,Utah,49,32572,238,30.3,Republicans,0,1
3017,Utah,49,33430,243,30.3,Republicans,0,1
3018,Utah,49,34117,243,30.3,Republicans,0,1
3019,Utah,49,34526,249,30.3,Republicans,0,1
3020,Utah,49,35089,255,30.3,Republicans,0,1
3021,Utah,49,35677,262,30.3,Republicans,0,1
3022,Utah,49,36178,271,30.3,Republicans,0,1
3023,Utah,49,37063,277,30.3,Republicans,0,1
3024,Utah,49,37623,278,30.3,Republicans,0,1
3025,Utah,49,37973,278,30.3,Republicans,0,1
3026,Utah,49,38439,285,30.3,Republicans,0,1
3027,Utah,49,38877,290,30.3,Republicans,0,1
3028,Utah,49,39339,297,30.3,Republicans,0,1
3029,Utah,49,39714,303,30.3,Republicans,0,1
3030,Utah,49,40258,308,30.3,Republicans,0,1
3031,Utah,49,40754,312,30.3,Republicans,0,1
3032,Utah,49,41175,313,30.3,Republicans,0,1
3033,Utah,49,41571,317,30.3,Republicans,0,1
3034,Utah,49,42018,324,30.3,Republicans,0,1
3035,Utah,49,42478,330,30.3,Republicans,0,1
3036,Utah,49,43032,332,30.3,Republicans,0,1
3037,Utah,49,43530,337,30.3,Republicans,0,1
3038,Utah,49,43821,336,30.3,Republicans,0,1
3039,Utah,49,44130,337,30.3,Republicans,0,1
3040,Utah,49,44487,346,30.3,Republicans,0,1
